date_observed,streamfllow,Date_Prediction,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26
01-09-1966,26270,01-09-1986,47021.11,102228.9,192752.7,76519.91,73489.56,30886.22,54781.46,128908.6,38651.5,33234.83,26198.65,41693.47,82214.8,28833.83,30790.76,35926.77,68637.78,91967.71,42802.55,47153.61,22882.71,46219.75,69081.46,26781.45,32478.5,1.204846416
01-10-1966,7131,01-10-1986,42736.93,76034.16,98590.87,42661.02,64242.99,33692.79,46155.66,81494.09,36073.33,37494.69,23190.76,24563.03,36550.02,23319.1,28460.98,29959.02,30281.7,36046.35,30232.8,35077.87,18042.53,13523,19729.04,16815.73,21803.91,0.918906321
01-11-1966,3831,01-11-1986,10160.92,8540.406,9302.41,16548.6,22661.85,21075.62,23464.37,35031.97,23928.97,25060.23,13792.41,13058.09,15774.86,13555.77,14686.4,16619.38,15209.93,18416.15,16817.18,16632.34,6609.449,5087.023,6556.467,7540.156,7791.167,0.690215178
01-12-1966,3070,01-12-1986,1763.574,1729.209,401.2165,2999.887,2746.742,10796.05,11693.07,16388.1,12600.67,12274.16,8652.579,8726.85,10846.13,9166.362,10077.26,9047.669,7508.621,7979.008,8523.907,9220.342,4657.861,3411.389,4378.687,4721.915,4932.691,0.664835597
01-01-1967,2394,01-01-1987,1515.143,1850.593,823.1673,2072.306,1754.591,5734.176,6686.498,7639.41,6863.622,6910.789,5101.542,5550.876,7431.043,5925.755,6668.48,4166.184,4912.463,2913.195,4037.074,5949.311,3832.491,3171.848,3844.779,4108.321,4148.82,0.784713122
01-02-1967,2083,01-02-1987,932.004,1720.959,445.9539,1429.688,1591.092,3541.65,4802.514,4189.303,4407.604,4894.493,3536.411,3831.313,5546.169,4186.925,5415.257,1720.874,2592.841,2514.73,2410.943,3968.455,3117.567,2771.407,3511.64,3372.395,3917.448,0.895571431
01-03-1967,1509,01-03-1987,441.4544,1026.014,252.6864,820.9894,2150.573,2377.555,3549.329,2795.378,3326.635,4188.48,2634.811,3069.441,5453.088,3555.617,5067.648,510.2884,2111.273,1474.158,1686.064,2104.572,2225.715,2134.3,2880.286,3081.911,3934.668,0.927645981
01-04-1967,1494,01-04-1987,0,592.4493,5.811083,178.712,1145.425,1342.345,3599.198,1876.464,2533.722,3199.84,1688.915,2487.067,3779.885,2643.425,3617.124,641.7744,1934.275,895.5766,431.5783,1501.676,1374.051,2217.847,2412.889,2502.753,2373.687,0.945321698
01-05-1967,1636,01-05-1987,21.40513,3260.622,1332.797,215.0483,545.8346,850.4581,4460.781,2028.974,2026.679,2243.6,1328.918,2564.163,3929.138,1557.932,2364.584,1256.628,2580.869,3051.824,1130.968,1288.122,1226.384,3356.992,3858.264,1517.724,1880.734,1.049240317
01-06-1967,3232,01-06-1987,457.798,3931.789,4165.362,1678.004,1283.335,645.1618,4121.189,2467.645,2152.798,2346.451,2002.118,3473.203,2994.597,3086.277,2007.633,4513.519,5076.311,3566.324,6156.491,2243.178,1319.201,2924.122,3767.076,3623.954,3352.78,1.300117676
01-07-1967,18950,01-07-1987,14868.84,22278.07,2991.312,11937.64,6099.739,2323.28,9342.526,2903.731,5550.801,3011.482,12963.05,13869.62,3068.257,7075.619,6869.038,34315.14,29099.26,3578.354,16812.3,11540.77,14151.23,15972.48,4837.087,10113.78,8249.824,1.598376719
01-08-1967,34340,01-08-1987,77062.2,50169.88,16069.7,36840.5,42546.58,28595.91,30961.32,4970.747,18559.96,12211.97,43725.03,28313.34,8865.935,19620.49,19608.54,67106.58,43916.41,16071.3,36874.6,30765.63,45491.18,29331.28,11966.8,26407.35,23806.87,1.490355699
01-09-1967,45930,01-09-1987,109839,61766.43,40836.41,70406.55,62042.71,54833.82,40287.86,15087.65,35252.35,32321.36,42548.67,27809.71,37030.58,27019,36365.48,66985.52,42913.18,44623.04,40391.3,51291.39,36164.73,27663.58,33292.51,27994.48,33431.76,1.186332308
01-10-1967,15280,01-10-1987,60280.23,36624.16,79077.2,40591.67,63334.18,45528.18,33654.44,33742.46,32023.82,36088.91,25620.09,23255.71,28066.73,17947.48,24626.8,31254.21,30325.04,27244.85,26136.82,26559.73,14538.9,16143.3,21227.6,13606.01,15510.86,0.925386922
01-11-1967,4990,01-11-1987,8608.673,18533.53,21061.83,10156.65,7287.759,22449.06,23511.58,21806.78,17978.72,19139.47,13317.34,14541.45,20769.69,10723.09,12897.04,17422.29,18394.59,21492.76,12794.72,13384.74,5362.882,8025.855,9929.04,5014.349,5702.305,0.711811027
01-12-1967,3863,01-12-1987,1122.18,3998.507,9467.485,871.9736,891.8717,11419.34,12568.51,14869.48,8924.587,9476.565,8990.417,9477.521,12966.45,6717.984,8087.984,7223.209,11053.99,10612.21,5973.038,6917.474,4033.012,4109.039,6681.026,3422.958,4372.118,0.687775197
01-01-1968,3051,01-01-1988,1151.796,2334.457,2966.253,1093.128,1125.41,6081.428,7147.372,8040.507,4898.652,5001.085,5663.032,5772.614,9363.043,4233.966,4879.192,2484.288,6751.948,6248.657,2677.744,3404.51,3569.308,3544.981,4831.965,3184.158,3762.407,0.800682468
01-02-1968,2360,01-02-1988,497.8125,2053.411,2619.862,783.5225,710.811,3606.598,5291.818,5221.343,3260.98,3104.664,3737.489,4272.992,6680.937,2951.694,3836.126,820.5862,4641.218,3457.968,1913.668,3202.447,2798.888,3426.917,4469.972,2725.597,3051.092,0.903817296
01-03-1968,1843,01-03-1988,289.4861,2787.523,2810.527,509.8512,734.4891,2458.355,4826.569,4096.144,2459.245,2770.345,3373.6,3171.336,5685.776,2947.992,3707.176,1070.138,2806.558,1650.054,1110.37,1521.418,2438.855,3002.182,4295.308,2505.419,2650.9,0.933453662
01-04-1968,1608,01-04-1988,262.9963,691.8879,1983.992,294.1091,205.7393,1562.368,3555.172,3364.51,2313.255,2483.615,2363.7,2104.877,4414.666,2356.771,2962.367,694.4166,1717.558,2244.992,1029.609,1126.758,1704.504,2088.901,3794.803,2540.115,2413.622,0.94974919
01-05-1968,1576,01-05-1988,424.2992,2510.57,1459.788,4658.315,350.278,924.3785,3853.795,2479.148,3164.542,1852.697,1721.902,2552.845,3331.731,3798.218,1789.029,876.7084,3684.57,3977.419,4174.757,868.9907,942.4187,3126.596,3133.309,3874.824,1658.476,1.045057733
01-06-1968,4232,01-06-1988,541.3885,7888.81,8425.611,7725.782,657.6549,762.9104,5304.295,4202.161,4226.698,1394.276,1583.957,3338.215,7360.296,5074.958,2417.93,1867.787,6193.522,9525.826,10166.26,3353.268,1557.815,4066.259,10031.86,4096.561,2263.964,1.272069477
01-07-1968,23437,01-07-1988,12163.71,16993.52,14915.86,20819.27,15173.87,1972.517,9596.252,8985.328,11028.99,3115.631,8563.872,9993.135,10764.12,15339.38,10647.44,11774.79,22705.52,15041.95,28114.91,25229.94,7486.713,14176.91,11936.07,19417.81,11107.86,1.537282339
01-08-1968,37104,01-08-1988,16286.17,45635.14,47590.99,63919.2,53207.98,8991.81,27614.11,21085.18,31623.53,18615.68,12935.78,52158.99,46517.21,36542.99,31902.46,26810.62,73371.82,52887.14,56922.58,47743.61,15579.79,45587.08,38125.57,36676.48,32722.55,1.441749252
01-09-1968,19331,01-09-1988,64453.29,123986.1,75564.75,88185.67,89185.1,23198.74,66491.06,47121.6,57431.52,44371.6,26629.51,45956.73,45184.66,44471,35857.25,42599.29,67260.68,55704.69,70256.85,51815.73,31096.45,48784.08,44149.37,43403.41,34304.82,1.169606824
01-10-1968,15874,01-10-1988,64946.03,72985.58,61792.06,70228.57,66865.47,33487.39,54110.18,39533.86,50004.59,44236.46,24233.51,35309.96,28578.82,28886.76,33636.58,35586.81,41549.25,29472.67,37419.44,40649.94,20458.54,22667.87,17476.21,18391.13,22645.95,0.93136915
01-11-1968,5483,01-11-1988,15481.52,9810.944,21074.58,16524.73,18637.56,21093.92,28336.82,24533.29,27591.44,27476.59,13543.36,14769.9,16306.36,15148.91,15990.93,15453.15,20432.77,17329.53,20266.98,18409.8,6643.035,6654.937,8859.646,8409.724,7734.346,0.732205585
01-12-1968,3363,01-12-1988,1393.359,1429.102,1871.942,3249.346,1255.275,10202.07,14021.05,13057.7,14365.57,12937.57,8198.646,8991.108,10778.83,10045.9,10059.36,7662.872,10600.14,7697.83,11199.71,8609.168,4124.812,4474.794,4129.608,6014.561,4784.391,0.709503466
01-01-1969,2265,01-01-1989,1137.422,1629.528,1026.847,3403.111,1014.994,5379.344,7988.907,6389.479,8947.4,6607.377,4591.287,5530.334,6544.662,7444.976,6102.307,3648.977,6339.489,3285.63,7522.59,3331.321,3557.386,3759.692,3219.405,5961.11,4085.235,0.815610218
01-02-1969,1773,01-02-1989,495.2605,1685.128,563.5602,3201.905,592.5852,3115.521,5918.897,3436.374,6707.399,3999.047,2930.185,4252.703,4233.895,5806.569,4029.195,2461.772,5185.083,1106.398,4748.115,986.1461,2995.012,3710.462,2672.571,4599.5,3270.551,0.911444643
01-03-1969,1491,01-03-1989,223.1,2622.282,141.2058,2366.653,222.2883,2315.263,5434.72,1934.013,5402.654,2555.875,3294.131,3582.697,3732.342,4890.109,3052.1,2249.787,3265.687,789.1743,2679.102,418.4637,2676.373,3300.865,2072.846,3784.939,2378.008,0.93881068
01-04-1969,1472,01-04-1989,0,1421.744,9.885788,1334.673,2418.187,1855.45,4380.016,1292.983,4511.182,1921.315,2242.984,2276.748,2652.608,4119.844,4201.645,283.068,1791.993,667.6739,2331.396,3158.678,1522.927,2313.766,1990.451,3291.929,2695.364,0.953826983
01-05-1969,1710,01-05-1989,358.01,1485.871,131.5951,2693.224,5601.595,1276.444,3733.733,861.2203,4727.435,2641.33,2314.913,1516.447,1550.695,3569.253,4866.871,2164.859,1172.186,1149.492,2506.87,4336.756,1365.795,1580.436,1416.649,3548.057,2962.45,1.041237372
01-06-1969,4112,01-06-1989,7547.93,3783.749,296.1086,4129.982,2359.261,1811.254,3639.128,591.3286,4039.538,3223.305,6585.812,3981.929,1055.238,4009.812,2829.754,14904.91,7283.622,1348.294,6800.19,3500.683,6343.633,3622.194,1509.038,3900.056,1807.727,1.246884136
01-07-1969,17004,01-07-1989,42432.96,25348.15,264.4745,25181.68,3994.858,13270.43,9815.262,256.3684,11481.31,3098.452,31771.34,11252.68,1366.625,14522.65,6811.198,51002.11,23183.43,2829.396,27113.73,12966.05,30535.18,17513.16,1931.934,19890.28,9510.055,1.48331921
01-08-1969,46262,01-08-1989,84112.99,41688.53,30303.35,35714.45,41300.9,44923.51,28337.97,3203.58,24250.25,11744.77,40488.29,23560.57,18078.99,22280.27,18794.2,61734.3,36721.17,25738.89,38219.54,30111.26,41694.82,26575.54,21811.58,21247.84,24908.63,1.39857634
01-09-1969,35098,01-09-1989,75248.8,48275.66,44856.04,58393.62,61274.73,50809.47,40034.59,20571.83,34616.7,28294.97,32577.58,28009.23,21761.36,27473.84,22548.72,39823.68,36484.09,23617.49,47961.44,29731.67,25889.92,27868.81,19601.73,30302.39,24331.55,1.154478515
01-10-1969,17855,01-10-1989,31109.04,24934.27,21291.43,63327.28,22640.71,36472.8,29970.77,21507.22,39374.21,22699.96,27834.71,15463.85,18643.72,23372.95,14609.43,36558.62,17224.82,17644.6,33109.12,14654.5,17905.48,8339.355,11605.57,20418.07,7762.259,0.936888241
01-11-1969,6636,01-11-1989,28365.97,2118.908,5114.385,16353.01,1097.203,29330.77,14311.7,13445.75,24501.81,11066.96,18426.17,9824.105,11524.5,13202.42,9118.636,24357.53,11095.73,9357.765,16981.63,8505.343,12282.32,3067.338,4789.992,7509.592,3879.353,0.751418493
01-12-1969,3977,01-12-1989,5779.665,817.2115,599.6275,1354.096,429.2318,15448.25,7400.748,6717.962,11912.56,5657.319,11327.45,5855.441,5989.486,8387.78,5037.803,13621.48,5973.027,4837.761,8306.878,4566.106,5884.899,2587.287,2973.61,4374.489,3190.802,0.730028866
01-01-1970,2564,01-01-1990,2115.922,1173.243,919.4885,1330.122,955.4665,8256.772,4591.679,3660.085,6608.984,3345.072,6983.31,3680.206,3475.674,5481.503,3117.097,7296.506,3733.333,1939.683,4722.609,1900.046,4626.578,2433.577,2506.184,3986.134,2931.01,0.829541942
01-02-1970,2145,01-02-1990,1128.101,1104.508,573.9925,1181.719,674.8591,5135.64,3418.938,2109.697,4787.351,2127.886,4554.501,2441.347,1855.819,4147.901,2138.23,2343.326,1773.339,538.949,1697.045,976.7725,3526.074,1987.709,1876.041,3760.53,2245.725,0.918494719
01-03-1970,1999,01-03-1990,300.4587,688.5635,290.5605,1085.037,316.6762,3298.46,2592.28,1240.933,3533.774,1496.985,3084.308,1927.12,2720.206,3143.961,2123.007,983.232,1210.626,2914.298,853.1854,761.4011,2447.634,1371.023,1894.269,2740.882,1694.818,0.943749549
01-04-1970,1754,01-04-1990,0,325.6434,2529.142,21.58876,196.1503,2132.86,2084.193,1486.201,2154.313,887.5779,2778.369,1489.263,3762.809,2336.34,1903.623,758.3117,765.238,1493.023,948.6526,684.4482,1952.307,1312.356,2920.65,1850.716,1039.984,0.957581301
01-05-1970,1950,01-05-1990,38.10185,1079.131,2310.005,616.6839,822.2888,1914.965,2004.209,2406.367,2004.634,739.5157,2011.557,1153.576,2556.118,1885.007,1653.401,1187.182,1068.423,2360.134,1538.608,1716.574,1885.378,865.5806,2514.422,1844.044,1499.768,1.037746753
01-06-1970,4948,01-06-1990,2163.623,3202.153,1791.296,8658.4,1141.577,2724.808,2275.008,2123.192,3812.564,682.027,3131.92,2585.312,2206.114,6825.021,2283.526,3906.238,5256.633,3904.09,10414.24,2768.974,4590.31,1910.298,2661.165,6849.906,2706.947,1.224230116
01-07-1970,22358,01-07-1990,19279.63,22750.23,16225.16,34480.74,10602.46,4810.785,7965.809,4121.996,13230.21,2562.63,10130.46,10358.48,24263.98,20398.49,6590.732,22885.03,24681.37,28551.2,34786.86,15230.91,14184.82,15423.49,22786.97,22478.38,7724.381,1.435506678
01-08-1970,34186,01-08-1990,49359.71,52465.96,77051.92,55344.86,36335.38,18740.04,27706.21,33962.24,31564.28,10716.68,28047.28,36806.43,57578.89,28271.24,16620.6,39073.16,63007.73,66122.59,45073.53,31255.45,25857.64,36018.43,48502.1,29269.23,20077.83,1.360128121
01-09-1970,38992,01-09-1990,57737.73,101771.3,99262.29,70297.56,63393.31,36118.91,57830.2,59626.07,43664.23,26940.37,29646.93,134769.9,44495.36,35547.66,32575.12,45958.12,144134.9,49641.74,55368.97,54450.55,27613.27,92012.9,39935.52,35129.1,35533.18,1.140779375
01-10-1970,16894,01-10-1990,50532.69,149329.5,49761.82,60078.36,88615.69,36301.68,112035,41130.68,41276.76,45551.13,23162.97,43835.12,29444.8,26023.48,33907.36,37735.67,56555.68,29366.4,31748.7,41289.27,17820.68,45089.93,16205.93,16853.18,25829.84,0.941977438
01-11-1970,5668,01-11-1990,27201.75,66965.68,5152.744,8672.511,28182.98,24534.93,52577.79,21823.5,22893.73,29594.78,15316.67,18784.37,13938.76,13130.65,18660.52,22241.3,24960.13,13574.25,16633.01,19832.5,9287.171,8750.138,5611.515,6302.231,9469.867,0.769477553
01-12-1970,3463,01-12-1990,7776.24,3228.789,345.0772,1008.543,2226.959,14148.92,24099.74,10057.76,11558.01,14899.94,10334.06,11469.25,8389.972,8463.831,11022.33,11453.01,12595.3,6588.175,8050.824,10025.42,6287.891,4978.752,3838.086,4366.569,5385.185,0.749370033
01-01-1971,2408,01-01-1991,2717.292,1464.93,687.436,1232.89,1535.502,7897.987,11676.61,5189.779,6437.286,7600.901,6480.583,7600.925,5274.69,5307.86,6808.856,5017.069,7577.369,3486.965,3660.958,4571.225,4940.243,4006.782,3603.425,3937.079,4428.568,0.842524989
01-02-1971,1962,01-02-1991,1372.99,1254.945,605.4227,810.991,957.2705,4550.307,7277.902,3211.805,4291.504,4453.5,3874.477,5433.976,3707.867,4255.555,4430.906,1723.015,5355.664,946.9105,3468.243,2667.495,3525.887,3855.059,2760.752,3498.423,3567.294,0.925006855
01-03-1971,1782,01-03-1991,230.782,1435.351,197.9464,896.6508,550.986,2615.131,5912.148,1910.196,3924.402,2918.364,3023.596,5163.517,2420.265,3604.287,3792.78,1150.948,5015,617.1295,1503.337,1261.36,2355.982,3667.025,2009.928,3068.021,2753.726,0.948300833
01-04-1971,1969,01-04-1991,1675.096,1876.011,28.97878,212.6323,221.6715,2473.378,5583.331,1131.238,3140.385,2208.419,4493.804,3913.372,2186.873,2892.353,3356.161,3641.993,2855.075,816.6545,1694.263,1784.04,4112.846,3311.396,1645.424,2555.101,2778.809,0.961036625
01-05-1971,2594,01-05-1991,4191.144,2917.02,789.4882,1736.68,2480.08,3660.619,4944.271,1003.07,2644.386,2568.973,3567.517,2573.232,1843.485,2561.105,3188.404,2828.346,2579.146,1252.846,2788.603,2103.067,4202.455,2866.932,2200.372,2130.925,3458.558,1.034556485
01-06-1971,1181,01-06-1991,5149.373,9115.871,1253.785,4245.844,2740.245,4279.941,6212.378,1351.526,3419.409,2709.186,5058.803,6295.337,1861.68,2987.218,4027.177,7565.47,13678.75,2416.439,4272.692,7035.826,4592.839,7498.836,2611.646,3708.038,3402.176,1.203820508
01-07-1971,33815,01-07-1991,26077.83,32129.51,2517.952,12325.76,13076.41,10686.46,18550.51,1638.569,6447.542,5158.809,16153.69,19256.04,3601.259,7165.69,9884.369,25213.65,39012.64,4926.713,19494.93,20204.11,18805.11,22968.92,3530.998,10435.1,11940.13,1.393022915
01-08-1971,65072,01-08-1991,27552.76,67162.24,20611.62,55366.74,48915.11,18702.37,40579.2,4851.014,23086.57,19174.89,21176.74,33603.37,12872.15,37854.43,32548.88,36733.75,55837.57,24098.4,58544.29,47640.29,21550.62,39352.23,14469.13,41450.41,32619.17,1.325804495
